,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport
233,W Tanaleh,United Kingdom,2019-04-12,1,Madrid to Quito. Contacted Iberia offices in London in Feb requesting Vegan meal onboard. I was reassured on the phone that my order is recorded. On the flight I received no vegan food and once had to eat a vegetarian meal. Remained hungry throughout the flight. No help from crew. Very abrupt and impolite attitude. Seat was extremely uncomfortable. You couldn't hear the sound through the headphones provided onboard. Extremely bad service.,,Solo Leisure,Economy Class,Madrid to Quito,April 2019,1.0,1.0,1.0,2.0,1.0,,2,no,True,Madrid,Quito,
234,P Steenson,Australia,2019-04-09,1,"London to Madrid was nothing short of shambolic from boarding, running an hour and a half late, running out of food and hot water! And then when we landed we ran flat out to the gate of our connecting flight to Porto to find a guy behind us was allowed through and onto the flight but we weren't - no explanation, rude attendant told us we had been out on another flight. We asked which flight she said we had to go to customer service, we asked where that was, she waved her arm but wouldn't give us directions. The customer service desk woman was also rude - no apology and totally rude when I asked would our bags follow us - I'm still not convinced! And the final insult - a voucher for free dinner at McDonalds.",,Couple Leisure,Economy Class,London to Porto via Madrid,April 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,London,Porto,Madrid
235,G Margoni,Italy,2019-04-01,6,"Madrid to Milan. Iberia's short-haul flights are different from long-haul or intercontinental flights. In these Iberia offers a service just slightly higher than that offered by the low cost: no IFE, food on purchase seats with a decidedly insufficient pitch.",A319,Solo Leisure,Economy Class,Madrid to Milan,March 2019,1.0,2.0,,,2.0,,3,yes,True,Madrid,Milan,
236,G Margoni,Italy,2019-04-01,7,"Miami to Madrid. A fairly recent aircraft, with comfortable seats equipped with a proper pitch and equipped with IFE with personal screens and power. Good quality of food and beverage. Flight attendants are kind, but being a night flight, not all the time present and very attentive to the passengers' needs. Iberia generally offers comfortable flights and adequate prices to destinations in North America and Latin America",A330-300,Solo Leisure,Economy Class,Miami to Madrid,March 2019,3.0,3.0,3.0,4.0,2.0,2.0,4,yes,True,Miami,Madrid,
237,P Reed,United Kingdom,2019-03-29,5,"Flew Iberia from Sao Paulo to Madrid on my way back to London. The seats were great when compared to the BA Club World but service and food was terrible. The FA were in such a mood that it looked as if they were doing me a favor and the food, I chose the chicken but mine was undercooked and full of nerves. Could not eat it. In summary - seats pretty good and the rest rubbish.",A340-600,Couple Leisure,Business Class,Sao Paulo to Madrid,March 2019,5.0,1.0,2.0,4.0,3.0,2.0,3,yes,True,Sao Paulo,Madrid,
238,J Kan,Australia,2019-03-19,3,Buenos Aires to Madrid. Horrible check in service. Baggage not sold with tickets online. Poor Web interface. Call center in Buenos Aires ask for voice recognition then cut line off. Poor boarding experience. Unruly not organised.  On board sat next to a lady crew member. Friends (ie steward) gave two bottles of wine on board to be put in her bag to take out. Utterly unprofessional.,A340,Couple Leisure,Premium Economy,Buenos Aires to Madrid,March 2019,4.0,2.0,2.0,2.0,1.0,2.0,3,no,True,Buenos Aires,Madrid,
239,S Fader,United States,2019-03-19,2,"Madrid to Miami. Worst customer service. The seat is so tight. I do not recommend this flight, pay extra little money and enjoy the other flight.",A330,Solo Leisure,Economy Class,Madrid to Miami,March 2019,1.0,3.0,3.0,4.0,3.0,,1,no,True,Madrid,Miami,
240,Neil McGill,United Kingdom,2019-03-18,3,"Bogota to Madrid. When flying long-haul these days I prefer to pay a bit more for Premium Economy in order to have extra space and a slightly better level of service. With Iberia I feel that it is not worth the additional expense and is a very poor Premium product. Whilst the seats were comfortable and the IFE good, the service was pretty sub standard. There was no pre-dinner drinks service, with beer, wine and soft drinks being handed out with the meal. Spirits were not available but there was an announcement saying these could be purchased later (No one came round to offer so assume you would go to a galley to get them). The meal was a choice between chicken and pasta - when I asked what was in the pasta the cabin crew member serving me had no idea and said I could open it and check and hand it back if I wanted the chicken instead. It wasn't bad but you really would think in 2019 that crew know what they are serving given all the issues around allergies. There was no proactive offering of a second drink and I had to ask for one, though bizarrely they did offer more bread rolls - when everyone had already finished their meal! The crew then disappeared after clearing dinner and made only cursory passenger checks through the night. Breakfast was served about at an hour before landing in MAD- the main element was a warm cheese and tomato roll that was stuck to the box it was warmed up in, and took a while to loosen. The late serving of breakfast meant there was a mad rush to get it cleared and the cabin ready for landing- this wasn't achieved and we touched down with seats not upright, window shades closed and video screens not stowed away. Overall a poor experience and if you are going to offer Premium Economy at least invest in the product - British Airways have done this quite successfully so it is a mystery that their sister company hasn't.",A340,Couple Leisure,Premium Economy,Bogota to Madrid,March 2019,4.0,2.0,2.0,4.0,3.0,2.0,2,no,False,Bogota,Madrid,
241,B Merton,United Kingdom,2019-03-05,1,Birmingham to Madrid. I was over charged for bringing golf clubs. It clearly states £40 on the website. I was charged £50 even though I showed the webpage to the guy on the desk. When I phoned customer service and when a went to customer service desk at Madrid they both agreed I was over charged. After filling out a complaint form the emailed me back saying it was the correct charge on a no reply email address. ,,Solo Leisure,Economy Class,Birmingham to Madrid,February 2019,1.0,5.0,,,1.0,,1,no,True,Birmingham,Madrid,
242,T Thomson,United Kingdom,2019-02-23,1,"London to Vigo via Madrid. Awful all round. No idea how to handle delays, how to manage groups of people, or how to treat passengers. I’ve encountered the same problem with this airline time and again, so I will be seeking alternative routes in future.",,Business,Economy Class,London to Vigo via Madrid,February 2019,1.0,1.0,,,1.0,,1,no,False,London,Vigo,Madrid
243,D Kendall,Australia,2019-02-15,3,"We recently endured economy return flights from Buenos Aires to Madrid. While the seats were actually quite comfortable and we appreciated the 2-4-2 configuration, the service and food were quite bad. We hardly saw the cabin crew except when serving a meal, rest of the time there were 1 or 2 chatting in the galley. There was no drink service before meals. No information about the meal apart from a cursory “pasta or chicken”. When I asked for an eye mask I was told to go to the back of the plane. Earphones were awful and seemed like the ones other airlines used to provide 25 years ago. Perhaps we’re too critical as our benchmark is Singapore Airlines, Thai, Cathay Pacific, Qantas etc and they’re in a higher quality segment of the market.",,Couple Leisure,Economy Class,Madrid to Buenos Aires,February 2019,2.0,4.0,4.0,3.0,3.0,4.0,2,no,True,Madrid,Buenos Aires,
244,J Velardo,India,2019-02-09,1,"I flew from Mexico City to Madrid. I asked the flight attendant for water but he refused to give me water saying ""the seat belt Sign is on I can't serve you"". The seat belt sign was on for like 5hrs.  I had to go to the galley to get it myself.",,Solo Leisure,Economy Class,Mexico to Madrid,February 2019,2.0,1.0,2.0,,2.0,,1,no,True,Mexico,Madrid,
245,Neil Jeram,Australia,2019-02-05,6,A swift trip from London to Madrid on Iberia. It was a EasyJet style experience on an A340. No real issues. Food and drink had to be purchased and in fact they had run out of most things by the time the cart came around. Got me from A to B and thats fine.,A340,Business,Economy Class,London to Madrid,January 2019,3.0,3.0,,3.0,3.0,,5,yes,True,London,Madrid,
246,Emily Hart,United States,2019-01-18,1,"On Thursday, December 27th, my fiancé and I were scheduled to fly New York to Madrid. At 8:30, we all lined up to board and then after standing for 30 minutes with no direction, we were told that the plane had a mechanical issue. For the following three hours, we were given vague and unhelpful updates roughly once an hour. This was stressful since it was getting later and later in the night. Finally, close to 11:30, we were told the flight was cancelled in Spanish. The message was not repeated in English for another three minutes. We then proceeded down to baggage claim and there was no one from Iberia to direct us or tell us what was happening. We waited in complete confusion for close to 30 minutes. Finally, we were let through a door and told to write our name, phone number and email on a white sheet of printer paper and that they would be getting buses to take us to a hotel. Everyone on our flight was very confused why we were being asked to write our information down as we assumed that any airline would already have this information in their system. At this point, we took a cab and returned to our apartment in Brooklyn to attempt to get some sleep. We were told we would get a phone call or text letting us know when the plane was fixed. At 2:53AM, we woke up to the sound of a text saying our itinerary was changed. We were now scheduled to leave on December 28th at 18:59 to London, have a three-hour layover and then take another flight from London to Madrid. I immediately called Iberia and spoke to an incredibly rude customer service rep. She told me that Iberia already changed my ticket for free so any other change would require a fee. I have never heard of a policy like this. I knew there was a 5:00 (17:00) direct flight on Dec 28th and I at the very least I wanted to get on that. After a very frustrating conversation with no apology or resolution, I attempted to get more sleep. At 7:05AM, I got another text saying that our original flight was delayed to 15:30 and to call the airport at 12:30 to check. I immediately called Iberia to ask about that flight status and why our itinerary didn’t show that flight and the customer service representative could not explain this. They said that the 15:30 flight did not exist and/or that we didn’t have tickets on it. At this point, we were confused whether we should go back to JFK with no ticket or go for our new flight with the connection. I finally reached a customer service rep,  who told us there was nothing he could do. At that point, I asked to speak to his manager and suddenly he said that he could get us on the 17:00 direct flight. I’m confused why this wasn’t an option from the beginning. When we arrived at the airport and returned to our original gate from the previous night around 3:45PM, we were told that our original flight from Thursday night departed at 3:30 (15:30). I do not understand why we weren’t given the option to be on that flight. The lack of clear communication is unacceptable. I have submitted a formal complaint to Iberia about the situation, asking for reimbursement for the cabs and hotel room we had to pay for, but did not use in Spain, and I was sent a generic apology email saying it was out of their control. I cannot emphasize enough, Iberia has been the most unprofessional airline I have ever experienced and I have flown too many places to count.",,Couple Leisure,Economy Class,New York to Madrid,December 2018,2.0,1.0,2.0,3.0,1.0,,1,no,True,New York,Madrid,
247,S Lavrovsky,Israel,2019-01-17,1,"Round trip from Tel-Aviv to Seville via Madrid. Flight to Seville was OK. But troubles begun on the way back. During online check in, a day before the flight, Iberia's web site popped error message saying that it's not possible to pay for our luggage online and we'll have to pay at the airport. At the airport we've been ordered to pay 60 EUR, which is twice as online payment price. I've tried to contact Iberia's representative and explain the problem but in Seville they have only company that providing ground services. As you can understand we had no choice but pay in airport luggage fee. I've left complain form which explained the problem that we could not pay for our luggage during online check in due to problem with Iberia's web site and have been charged in airport luggage fee, but the complain has been denied.  Will hardly order our next flight with Iberia in foreseeable future.",,Couple Leisure,Economy Class,Seville to Tel Aviv via Madrid,December 2018,2.0,3.0,,,1.0,,1,no,True,Seville,Tel Aviv,Madrid
248,S Foster,France,2019-01-15,4,I had an inland Iberia flight from Coruna to Madrid. It is a very short one (around 1h). So I was not expecting a lot from this flight of course. Usually when I take this kind I have got no problem. It is however the first time I have had such short leg room. Indeed I am tall (1m90) but I dont have this problem on other flights. This one was a nightmare as I could not move at all and I had to work with my computer. Just found it is a joke to propose this cabin arrangement.,A320,Business,Economy Class,La Coruña to Madrid,January 2019,1.0,3.0,,,3.0,,3,no,True,La Coruña,Madrid,
249,O Salinger,Italy,2019-01-11,4,"Turin to Madrid via Chicago. My family and I arrived at Chicago airport on December 21st, flying from Madrid. Part of our baggage was missing. A nice lady at the carousel was already informed of the occurrence and prepared a claim for us. Apparently this is something that happens quite often. She pointed out to a pile of baggage from the previous day, same flight. She said the baggage would be delivered to our location the next day. We were a little disappointed because the baggage contained all the kids' clothes and presents for the people we were visiting, but it's a busy time to travel, things like that happen and we were pleased with the way things were handled until then. The next day nobody called to schedule the delivery, nor the baggage was delivered. So the day after (December 23rd) we call the airline. A gentlemen speaking a bad English informed us that the baggage was likely in Madrid but could not confirm the location or when it would be delivered. Likewise, no information on the Iberia website. We would have to call the next day. That was starting to be a little too much annoying. Finally on December 24th we were informed that the baggage was boarded on the flight to Chicago and that it would be delivered the same evening or at latest the next morning. At night we found a voicemail informing to call before 8:30pm or the next morning for the delivery. So on Christmas morning we called, we were informed that the baggage was actually at the airport closest to our location (about 20 miles away) but it would not be delivered because Iberia does not pay the courier. If we wanted our suitcase, we would have to go and pick it up at the airport! That's what we did. Of course we issued a claim, requesting compensation for the emergency clothing we had to buy, for the travel expense to go and pick up the baggage and for the inconvenience of having to do so on Christmas morning after waiting for the baggage for 4 days. The airline recognized compensation only for the emergency clothes.",A330-300,Family Leisure,Economy Class,Turin to Madrid via Chicago,December 2018,3.0,3.0,2.0,4.0,2.0,,1,no,True,Turin,Madrid,Chicago
250,S Andrews,United Kingdom,2019-01-08,1,"London Heathrow to Madrid with Iberia. The worst airline ever. First we got a very rude lady at the boarding desk, she wanted to let us give her our handbags to be shipped with big pieces of luggage. She was very rude and not helpful at all. I lost my ipad as I forgot it on the aircraft and then tried my best, even paid twice to go to the airport but staff were not trained and it was useless talking to them, a big zero for this airline.",,Family Leisure,Economy Class,London Heathrow to Madrid,December 2018,1.0,1.0,1.0,1.0,1.0,,1,no,True,London Heathrow,Madrid,
251,Philippa Hopper,United Kingdom,2019-01-08,1,"London to Santiago de Chile via Madrid.  I had to check in my cabin baggage, although correct size as check in clerk said possibly insufficient room on plane but they would check it in for free. I padlocked it. When I finally got to Santiago, the lock had been ripped off and thrown back inside the case, the gifts I had had been broken into and a mans watch had been stolen. The flight left one hour late and as a result I missed my connecting flight at Madrid and was put in a substandard hotel near Madrid and told they couldn’t get me on a flight for 2 days. They wouldn’t let me have my cabin luggage because by the time they got around to dealing with me they said the baggage place was closed, so I had no overnight things, clothes, toiletries etc. I arrived at my destination 44 hours later than scheduled. That was 2 days I lost with my young grandson who I had not seen for 2 years. When I submitted a complaint and in particular a request for EU flight compensation, I asked for the reason for the delay and got a stupid response that the delay was beyond their control, but still no actual reason or explanation. I submitted the complaint again and took advice from the consumer advice service which provided the correctly worded letter template for EU flight delay compensation and they replied that I was inconvenienced because of something beyond their control and no explanation. They closed down my complaint references without any explanation or apology. ",,Solo Leisure,Premium Economy,London to Santiago de Chile via Madrid,December 2018,2.0,2.0,2.0,1.0,1.0,1.0,1,no,True,London,Santiago de Chile,Madrid
252,T Robinson,Dominican Republic,2019-01-08,8,"Iberia flys daily to and from from Santo Domingo in the Dominican Republic and Madrid and they have Air Europa as the alternative, I always fly Iberia as they have flat bed seats in business class and arrive in their terminal where I make my transfers. Like most airlines there are good and bad flights but the Iberia flights are normally good. The seats are comfortable, the crew are normally pleasant and the prices are fair if you book early, they rise steeply as the departure date draws closer and also at Easter and Christmas time. My last two flights were very good. I have to say that the entertainmentt programmes are mostly rubbish unless you like B grade movies and pop music and I do not like spanish wines but everything else last December was top notch and I will continue using them.",A330-200,Solo Leisure,Business Class,Santo Domingo to London via Madrid,December 2018,4.0,4.0,3.0,2.0,4.0,,4,yes,True,Santo Domingo,London,Madrid
253,S Marston,United States,2019-01-04,1,"Boston to Madrid. Iberia lost my luggage in September. I filed a claim on October 1. On October 17, I was told I would be receiving $405 USD in compensation via check. It has now been more than 70 days since that original email, and I have not received the check. I have spent hours on the phone with Iberia, and eventually after complaining on Facebook I was told that the check had been lost. I have not been able to get any further updates for more than a week now. Iberia is the worst company I have ever dealt with. I will never fly them again. ",,Couple Leisure,Economy Class,Boston to Madrid,September 2018,1.0,,,,1.0,,1,no,True,Boston,Madrid,
254,Vicki Barick,United States,2019-01-02,1,"I arrived in Tel Aviv on 12/22 at 9:50 PM. My checked luggage did not make it to Tel Aviv. I immediately went to the Iberia ""Customer Service"" Counter to file a claim. I was visiting the Holy Land for Christmas. I was there from 12-22-18 through 12-29-2018. My husband was at home in the US. He made numerous calls to Iberia.  He spent over 3 hours on 12/24 attempting to have my luggage located and delivered to my hotel. He finally read on a travel blog that if you threaten to contact the Spanish Government that Iberia will finally react. It was correct. He received an email within 10 minutes of this threat. They located my luggage in Miami on 12-25. It never made it out of Miami (It was supposed to follow me with my connecting flight in Madrid, then on to Tel Aviv). I finally received my luggage on 12/26 -late in the evening. Just in time to turn around and leave early in the morning on 12/29 for home! Now I am trying to get someone to respond in order to be reimbursed the $50 allowed per diem per day that I did not have access to my luggage. My tour director had to take me shopping on 12/24 because I had been wearing the same outfit since I left my home on 12/21. I Will NOT give up, I WILL be successful in retrieving my $200 that they owe me for reimbursement for clothing and toiletries. I was with a tour group. ",,Couple Leisure,Economy Class,Miami to Tel Aviv via Madrid,December 2018,1.0,1.0,1.0,,1.0,,1,no,True,Miami,Tel Aviv,Madrid
255,M Deane,Spain,2018-12-27,1,"Palma de Mallorca to Madrid. Worst customer service I have ever received from any company. Surly and lazy staff, bureaucratic and unhelpful. After a delayed flight I was refused repatriation of any kind and was delayed two days to my destination. My bag was misplaced during this ordeal and it has been over two weeks and Iberia have refused to help in any way. However, the cabin crew were polite and accommodating which is why I think 1 star is appropriate.",,Solo Leisure,Economy Class,Palma de Mallorca to Madrid,December 2018,3.0,4.0,3.0,3.0,1.0,,1,no,True,Palma de Mallorca,Madrid,
256,B Wilson,United Kingdom,2018-12-25,2,"Buenos Aires to Madrid with Iberia. The worst cabin crew ever. Despite being the festive season they turned out to be the most surly unprofessional crew we’ve ever experienced. The flight was barely half full so it could hardly be that they were overstretched! Safety didn’t seem to be a priority as far as pre-take off and landing checks were concerned. Very cursory cabin checks were undertaken and large carry on bags were allowed to remain on seats for both take off and landing. The crew seemed totally disinterested in the safety implications. Food and beverage service seemed to be a chore. On one occasion I went to the galley to request a drink, two staff were idly chatting to each other. Despite one of them certainly being aware of my presence they totally ignored me and disappeared in the other direction! The toilet was a disgrace and didn’t appear to have been cleaned throughout the 11 hour flight. The only positives were the excellent information provided from the flight deck and the fact that the flight landed an hour early. The latter was of little benefit to us as we had an onward connection.",A340,Couple Leisure,Premium Economy,Buenos Aires to Madrid,December 2018,2.0,1.0,2.0,1.0,3.0,,1,no,True,Buenos Aires,Madrid,
257,K Shanas,United Kingdom,2018-12-20,1,"London to Mexico City via Madrid. Customer service is terrible, if anything doesn't go smoothly they are impossible to contact - there is no response, the line is dead, webpage doesn't work etc. Prior to flying I  tried to change a flight. No-one could help me and no-one ever contacted me. I gave up and accepted the flight given. We had a connecting flight and baggage was delayed. We were given a number to call and a website to check to see when they would arrive (they promised within 12 hours). We didn't receive it for 24 hours and had no idea when it would arrive as they were impossible to get in touch with.",,Solo Leisure,Economy Class,London to Mexico City via Madrid,December 2018,1.0,4.0,1.0,3.0,2.0,,1,no,True,London,Mexico City,Madrid
258,F Larnois,France,2018-12-15,4,"Madrid to Dakar. After an Iberia express flight to Madrid (I was on business class but it is no worth for this kind of flight), I went to International Iberia lounge in Madrid T4S. The lounge is quite new, wide and there is everything you need for food & drinks. I had a long stopover but I manage to work well. Really this lounge is good and convenient (basically Iberia Terminal at Madrid Bajaras is very good) The flight was less good. The cabin was old fashioned with very depressive lights and the engines were very loud. The business cabin arrangement is 2x3 seats with the one in the middle empty. These were standards seats that can only by angled and there were very uncomfortable (thickness like 10 cm) and very sensitive to the movement of other passengers or crew walking in the aisle. Flight was 4hrs 40 mins and there was a quite good dinner served. Then 1 coffee, tea and then over. Crew disappeared behind the curtains. There was no in flight entertainment system  (no Ipad etc). This flight is too long for short haul carrier like A321 with low business class service. ",A321,Business,Business Class,Madrid to Dakar,December 2018,1.0,2.0,4.0,1.0,3.0,,3,no,True,Madrid,Dakar,
259,C Leare,Argentina,2018-12-07,9,"Buenos Aires to Madrid. Once again, cannot find fault with Iberia. Very fast check-in and boarding, excellent cabin crew available throughout the 12+hour flight. Plenty of newspapers and magazines offered plus welcome drink before take off. Ample drink selection and hot tasty meal and good spanish wines to choose from. IFE good, but movie choice could be more up to date. Smooth flight, hot breakfast before landing and sailed through immigration etc.",A340-600,Solo Leisure,Business Class,Buenos Aires to Madrid,November 2018,4.0,5.0,5.0,3.0,5.0,,4,yes,True,Buenos Aires,Madrid,
260,André Pereira,United Kingdom,2018-12-05,1,"On the English Website, when you do a booking ask you to fill the Name, Surname/Last name, and second Surname. when I did my booking, they swap my second surname to my last name and now they want to charge £30 per person to change to the right one because in Spain is the way it is when I used the English version. I called twice, and the customer service was just ridiculous,super unhelpful. They understood the mistake is their mistake, but they want to charge me £30 per head to change when I did everything correctly. ",,Couple Leisure,Economy Class,London to Bogota via Madrid,December 2018,,,,,,,1,no,False,London,Bogota,Madrid
261,M Fey,Germany,2018-12-01,7,"Lima to Madrid. Very nice experience. The flight was on time. The cabin about 90% full, the at the check-in counter I was asked if I want to change to a row without any other pax - very nice. Modern cabin with good IFE. Seat is semi tilting, semi forward sliding but leg space never a problem. Toilets could have been more clean towards the end. Also one did not have soap the entire flight. Food was okay for an 11 hour flight: a warm ""classic"" meal with salad, warm main, desert, bread; plus a sandwich with sweet crackers later which could have been more. KSML and others available and treated accordingly. They did many drink runs. During the flights they offered one of the strangest sandwiches in the galley: soft white bread with grated carrots. FAs were all very kind, I asked for a second main which was granted and I even got some small snacks for my pretty long layover. Luggage was checked through without any problem despite competing airline.",A340-600,Solo Leisure,Economy Class,Lima to Madrid,November 2018,4.0,5.0,4.0,4.0,5.0,3.0,3,yes,True,Lima,Madrid,
262,W Jimenez,Puerto Rico,2018-12-01,6,"Miami to Madrid return. The flight to Madrid from Miami was ok, even though the flight attendants were not in much of the mood. The food wasn't the best. The flight in return got delayed because of strong headwinds and the flight had to be rerouted from 8:30 hours to 10 hours. I had an interconnecting flight to catch at 9:35 PM in Miami, and the flight was scheduled to arrive at 8PM, leaving just enough time to pass through immigration and other necessary stuff. The flight arrived at 8:40PM even with the rerouting scheduled to have arrived at 8PM, and we set foot out of the gate at almost 9PM, time for boarding the other flight. Since time through the security passed, the flight left while I was picking up my luggage. After talking to them, they were able to give me a hotel and a dinner and breakfast voucher, which is something at least I am a little grateful for. If you are flying with Iberia, you may get delays.",A330-200,Solo Leisure,Economy Class,Miami to Madrid,November 2018,4.0,3.0,3.0,5.0,4.0,,3,no,False,Miami,Madrid,
263,M Gardner,United Kingdom,2018-12-01,3,"Disappointing flight from start to finish. Think twice before booking. We booked to fly to Lima, Peru through British Airways (BA) and they routed us on Iberia (IB) going via Madrid as they done do Lima direct. I felt comfortable selecting the Iberia flight knowing that the two airlines merged several years ago , and I assumed they would be quite similar in standard. Unfortunately that was not the case, Iberia is a vastly inferior service with lazy staff who treat passengers with disdain. We flew in Premium Economy(PE), something that IB has added to their aircraft around 18 months ago; we traveled on a Airbus 340-600. Boarding: the gate was absolute chaos - no signage to indicate where each class of travel should queue, and only 2 staff members to manage a crowd of 350 passengers. No priority given to people in wheelchairs or families traveling with push buggies etc. Onboard: the PE hard product looked good; Seats were standard premium economy and the bulkhead seat was spacious. The tv screens were modern, large with sharp picture quality. Unfortunately there were several coffee stains on the cabin walls and my footrest was broken. The crew: they were very lax. No cabin crew pointing out emergency exit, or any form of demo - just a pre recorded met. Throughout the 12 hour flight when ever the captain turned on the fasten seatbelt sign (5-6 times), the crew only made verbal announcements but no crew member actually came round to check that passengers were safely buckled up. When there was turbulence during meal service the crew would just carry on - even walking around with a hot pot of coffee serving passengers! The toilets were dirty all three times I used the facilities- no crew went in to tidy it at any point during the flight. The crew were literally just doing the bare essentials- well, not even. They were not particularly friendly either, no smiles no banter, just dropped the food on your tray table and moved to the next seat. Between meal service there were no crew to be seen. The food and beverages: the food in PE was economy food, as were the beverages (wine choice was “red or white”) and no spirits were served. No pre meal drinks service either. The food menu listed did not match the food being served. Summary: Iberia as a whole were extremely disappointing. The crews lack of adherence to standard air safety protocol is concerning. Iberia’s premium economy product was well below par and not worth what you pay for it. I was relieved when we landed, and thankful that our flight back to the UK from Buenos Aires is going to be on a British Airways aircraft.",A340-600,Couple Leisure,Premium Economy,Madrid to Lima,November 2018,4.0,1.0,1.0,3.0,1.0,,1,no,True,Madrid,Lima,
264,Paul McCary,United States,2018-11-22,1,"Boston to Seville via Madrid. Our flight to Spain was cancelled due to a mechanical problem. We milled around the staff desk for 3 hours with no info re where/when they would put us up for the night. Or how we should reclaim our bags. On the way home, again it was total chaos, no organization, no communication. ",,Couple Leisure,Economy Class,Boston to Seville via Madrid,November 2018,2.0,1.0,2.0,,2.0,,2,no,True,Boston,Seville,Madrid
265,Nadir Aslam,United States,2018-11-15,4,"New York to Venice via Madrid. Flew on an AA codeshare RT flight from JFK-VCE with a transfer in Madrid. Iberia's new A350-900 is a beautiful plane. Cabin comfort is awesome even though seat pitch is terrible. Although I picked seat 38L which is by far the best seat in economy. Overall I was very happy with the service I received even if it was minimal and basic. The highlight of flying with Iberia is Madrid-Barajas airport which is one of the most beautiful in the world. Being Sapphire on One World I was also able to use their gorgeous VIP lounge and take a shower before my flight from Madrid to Venice. The reception desk employees couldn't have been more disinterested however. Their inter-european flights are horrible however. It's run like a budget airline where you have to pay 2 Euros for water. That's pathetic. Also the A319 I flew both directions was ancient and dirty and shouldn't have been in service in that condition. The water in the forward cabin restroom didn't work and instead they had towelettes to wash your hands. That's not acceptable. The flight back from Madrid to JFK was comfortable however service was absolutely terrible. They advertise WiFi but I couldn't get it to work after being in the air and at cruising altitude for over an hour. When I asked the flight attendant she gruffly told me that they haven't turned it on yet and that ""Usted tiene que estar patiente"" as if she was scolding a 5 year old. I'm not sure why that was necessary. When the WiFi did work it was so slow as to be rendered unusable. During the flight there was a 5 hour stretch where they couldn't be bothered to come through the aisle to even offer water or juice. This was unacceptable. Also they used the excuse of turbulence. I finally got up and asked the flight attendant in the back if I could please have some water. He poured me a cup and when I handed him the glass back he rudely snapped at me in Spanish saying: ""Don't you see the seatbelt sign is on? You are supposed to be in your seat."" It was uncalled for and inexcusable. At the end of the day they used the turbulence excuse in order to sit in the back of the plane and chat. Later I tested them by pressing my FA call button. They never came to my seat. That's no good. Of course when the final meal before landing was being served we were flying through extremely rough turbulence. But it wasn't enough in that case to suspend service? My overall takeaway is I would avoid Iberia in the future and fly AA-BA codeshare flights in the future. My overall impression of Iberia is that of a third-rate airline and is one of the weakest links in the One World Alliance.",A350,Business,Economy Class,New York to Venice via Madrid,November 2018,3.0,2.0,2.0,5.0,3.0,1.0,3,no,True,New York,Venice,Madrid
266,J Sheare,United Kingdom,2018-11-06,2,"Barcelona to Madrid. Shockingly poor business class product. An economy class seat at three times the price in exchange for a guaranteed empty middle seat. Lunch consisted of a tuna salad sandwich wrapped in a plastic package, which looked awful and tasted worse. Aircraft old and shabby, no IFE, no power or WiFi and shuttle gates at far end of A concourse in BCN. You simply could not of dreamed up a worse combination on this key route. Do yourself a huge favour and take the AVE fast train. So much more civilised on so many levels and such a better experience and value.",A320,Solo Leisure,Business Class,Barcelona to Madrid,November 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Barcelona,Madrid,
267,S Durscheen,Belgium,2018-10-30,2,"Santiago de Chile to Brussels via Madrid. The flight from Santiago to Madrid was fine. Only in Madrid did we see that our connection was canceled. When requesting assistance to change our flight at their helpdesk the attendants where rude and useless in helping us out. Because it was caused by a strike by the baggage handling company, they offered no options for refund. All in all a bad customer experience. ",,Business,Economy Class,Santiago de Chile to Brussels via Madrid,October 2018,2.0,4.0,4.0,3.0,1.0,,2,no,True,Santiago de Chile,Brussels,Madrid
268,Claudia Aparecida Silva,France,2018-10-25,1,"Sao Paulo to Barcelona via Madrid. All the passangers were comfortably seated, ready for take off when we were informed that there was a delay of 20 min, of which did not bother us much. Then another announcement, this time we were told to get our hand luggage and return to the boarding gate and wait there. Nearly 3 h later It was a total confusion at their desk, we were still waiting but Iberia did not look after us at all - No more update about the flight; No refreshment provisions; No respect for passenger's right. The only thing we knew was that there was a faulty piece that needed to be changed. Finally more than 6 hours later our flight took off. The hostess served the usual dinner and a drink, only once. Never again any host came back during the flight to offer us another drink, not even water. Our calls were ignored. In the morning before the landing we were not served any breakfast. When we asked for it the hostess refused and reasoned that they had no obligation to be in that flight since it was so late in leaving. The hostess were not pleasant, in fact not professional orientated; they made no effort to speak any Portuguese, we had to make the effort to speak Spanish if we wanted to communicate.  I regret choosing Iberia and surely will never fly with them again!",,Couple Leisure,Economy Class,Sao Paulo to Barcelona via Madrid,September 2018,3.0,1.0,1.0,1.0,2.0,1.0,1,no,True,Sao Paulo,Barcelona,Madrid
