,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport
787,E Mandalesh,Canada,2019-04-09,2,"Amsterdam to Montreal. I had a bad experience during my last trip. I was supposed to initially board on an AtlasGlobal plane from Istanbul to Amsterdam, and then after 2 hours of layover get on the KLM plane towards Montreal. Original plane takeoff time in Istanbul was scheduled at 10:40 AM , but the boarding did not start till 10:50 AM without even updating the billboard notifications. After everyone got boarded on the plane it took a long time for it to be allowed to take off (about 2 hours delay). Therefore, when we got to Amsterdam Schiphol airport we had only 20 minutes to pass security and run for the KLM flight. So had to run from 1 end of airport to the other (including running down the stairs). The plane was already boarded and we barely made it. After the plane landed on Montreal and got internet, we saw a notification on KLM mobile app that the baggage did not make it in time to the airplane. After going through a lot of forms and extra wait and stress we were able to file a delivery request for our baggage as we live in Ottawa which is 2 hours driving distance from Montreal The next day, after a long unhappy flight experience, we got another notification mentioning that our baggage is still on its way, and we should go to KL baggage service desk at ""the airport"". I wish this was a bad joke but it is not. Is it really ok to send such confusing and uncanny notifications? I don't think so! Will not fly with KLM anymore and suggest you do not either.",,Solo Leisure,Economy Class,Amsterdam to Montreal,April 2019,5.0,5.0,5.0,3.0,3.0,,2,no,True,Amsterdam,Montreal,
788,Adrian Suharto,Singapore,2019-04-08,4,"Singapore to Denpasar. I am a platinum member on Finnair and I have never encountered such awful service on an airline. I flew KLM a few times in the past (even this same route), and it was actually pretty good. I know this flight was different when the stewardess told me ‘We don’t do that in this route’. What they don’t do for this 2.5 hour flight, no blankets, no menu for Business class, no chocolate desert for business class, limited choices for food on business class (we were given one choice). It took them 20 mins to get me a cup of tea, and no choices of the tea bag. I could hear the flight attendants laughing  and chatting in the galley. If KLM don’t intend to serve business class on this route don’t sell it as business class!  Seats were OK, comfortable but lacking storage space and privacy. Entertainment system was very good and selection was amazing.",Boeing 777-300,Couple Leisure,Business Class,Singapore to Denpasar,April 2019,3.0,1.0,1.0,4.0,4.0,,4,no,True,Singapore,Denpasar,
789,Jaap de Korver,Netherlands,2019-04-07,4,"San Jose to Amsterdam. Quality of the catering in the business class could not be worse. The dinner was served about 45 minutes after take-off, the whole dinner at the same time. There was nothing to choose. The food served was not suitable for me. Soup was not warm. The dessert was about the cheapest stuff, a very small vanilla pudding. Next time another airline.",Boeing 787,Business,Business Class,San Jose to Amsterdam,March 2019,4.0,4.0,1.0,4.0,4.0,,1,no,True,San Jose,Amsterdam,
790,Marcelo Blumenfeld,United Kingdom,2019-04-04,5,"Birmingham to Sao Paulo via Amsterdam. I've been flying with KLM for about 10 years and have seen the steady decline in the quality of service. Last trip booked reminded me to leave KLM as a last resort from now on. Booked flights for me and my wife to Brazil. We chose the option with no checked luggage as we're only going for a week. Then I added one piece on top of tickets, for £60. All seemed fine, until they tell you after payment that the £60 was only for the return flight! Fair enough, so I ask to add one on the way out, and surprisingly I can't because it's a FlyBE / AirFrance flight. What kind of airline sells tickets for it's partner airlines but not luggage allowance? Thanks to that 'clever' service, we're bound to whatever they'll charge us at the airport. Next time, Lufthansa it is.",,Couple Leisure,Economy Class,Birmingham to Sao Paulo via Amsterdam,April 2019,3.0,3.0,3.0,3.0,3.0,2.0,2,no,False,Birmingham,Sao Paulo,Amsterdam
791,H Malak,Germany,2019-03-29,8,"I used KLM from Düsseldorf to Osaka via Amsterdam and on the return flight as well, it was my first time using this airline and i can only recommend it! The planes were punctual, the cabin crew very friendly, the food was ok (for plane food) and i had enough leg space. They have less shows to watch compared to Lufthansa (they have complete seasons instead of random episodes like KLM) but that didn't bother me that much. Overall really nice and i would definitely use it again.",,Solo Leisure,Economy Class,Osaka to Düsseldorf via Amsterdam,April 2018,5.0,5.0,5.0,3.0,5.0,,4,yes,True,Osaka,Düsseldorf,Amsterdam
792,S Geramo,Canada,2019-03-21,1,"Dublin to Milan. I was extremely disappointed with my trip. The ground people were very nice, but the other staff or management I needed help from were extremely non-flexible, did not listen, and had no customer service whatsoever. This ruined my experience so much that I have to give a 1-star rating. I have never experienced something like this in my life. I will never fly with KLM Royal Dutch Airlines again. I was shocked by such a lack of customer service.",,Couple Leisure,Economy Class,Dublin to Milan,October 2018,1.0,1.0,,,1.0,,1,no,True,Dublin,Milan,
793,James Kidd,United Kingdom,2019-03-15,10,"Newcastle to Amsterdam. A fantastic airline. Both flights on time, excellent food and beverage service despite only a 1 hour flight time and the most friendly and attentive cabin crew I've had looking after me in 100+ flights. A perfect service. I am taking a longer flight with this KLM next month from Newcastle to Miami via Amsterdam and Atlanta and it's something I'm really looking forward to. A quick word about that; We only had a 1hr 25m layover in Amsterdam which leaves little margin for error and could become a stressful situation with a young child especially as we were flying in on a smaller plane which parks up away from the terminal and requires a shuttle bus to the airport. I called KLM customer service and despite me not having a flexible ticket they have kindly allowed us to travel on an earlier flight meaning that we can now relax safe in the knowledge that we will definitely make our connection to Atlanta. Great customer service. ",Boeing 737-800,Family Leisure,Economy Class,Newcastle to Amsterdam,March 2019,5.0,5.0,5.0,,5.0,,5,yes,True,Newcastle,Amsterdam,
794,H Marshana,United Kingdom,2019-03-13,1,"I was travelling with my wife and daughter 3 year old from Birmingham to Alicante via Amsterdam. The flight from BHX was late by more than 2 hours. And I was stranded at the airport with my 3 year old without any help. I called the customer care three times; the first two representatives were very rude but got no answer even after 30 min. The ground staff was horrible. They appeared at the gate only after 1 hr and were very unprofessional. The airline could have asked the ground staff to distribute some water bottles to the passengers at least. When I reached at Amsterdam airport, I have to run to the gate with my daughter in the lap for almost 20 minutes because the connection time was less 10 min. Again no help was provided by the ground staff. I was exhausted my back continued to ache for the next 2 days, our daughter was exhausted and my wife was tired. Our first 2 days of holiday in Spain was a complete waste. Also, our baggage was not on the same flight and got it delivered next day at 5 p.m..",,Family Leisure,Economy Class,Birmingham to Alicante via Amsterdam,February 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Birmingham,Alicante,Amsterdam
795,Daniel Hornett,United Kingdom,2019-03-09,10,"Helsinki to Vienna via Amsterdam. I had a lovely couple of flights on KLM. Booked Economy Comfort with slightly better legroom and recline. Cabins were a bit old, but perfectly decent. The crew were lovely, smiley and jokey, and for only £90 for both flights, this was perfectly decent, especially after factoring in the fact that you get complimentary food and drink, and we got 2 services on the flight. Overall lovely, happy and friendly flight and crew",Boeing 737-800,Solo Leisure,Economy Class,Helsinki to Vienna via Amsterdam,February 2019,4.0,5.0,4.0,2.0,5.0,,5,yes,True,Helsinki,Vienna,Amsterdam
796,G Bueler,Austria,2019-03-08,1,"Ljubljana to Malaga via Amsterdam. I chose a flight, in the following steps they promise I can purchase check in baggage afterwards online but in reality I was searching for the online booking option for one hour and in the end called the company to hear that this was not possible! The woman on the telephone tells me that I have to buy the check in baggage on the airport counter on my day of check in. Worst is that she can't even cant even tell me how much this will more or less cost!  ",,Solo Leisure,Economy Class,Ljubljana to Malaga via Amsterdam,May 2018,1.0,1.0,,,1.0,,1,no,True,Ljubljana,Malaga,Amsterdam
797,Alyssa Rozenwasser,Israel,2019-03-06,8,"Our family of 9 flew Jakarta to Tel Aviv via Amsterdam and back. Usually for this route we take Turkish Airlines but as we are not happy with Turkish lately, we chose to fly KLM. We are quite satisfied with the service KLM has given us. We were all seated together on each leg, cabin crew were funny and friendly, we were given our kosher meals and the layover in Amsterdam was easy. Also all of our bags came with us on time in Tel Aviv and Jakarta. Only on the return leg Amsterdam to Jakarta (this flight stops in Kuala Lumpur) my IFE screen stopped working. But that wasn't a big deal for me. We will definitely fly KLM again for our future trips to Israel.",Boeing 737-900 /  B777-300,Family Leisure,Economy Class,Tel Aviv to Jakarta via Amsterdam,February 2019,3.0,4.0,3.0,3.0,4.0,,5,yes,False,Tel Aviv,Jakarta,Amsterdam
798,Tomacita Balanquit,United Arab Emirates,2019-03-06,9,"My first time flying KLM on from Dubai to Birmingham via Amsterdam, the service in both KL428 and KL1421 was very impressive. The cabin crew was very engaged and were friendly. I noticed that most of the women cabin crew to Amsterdam were more mature, but they were switched on and experienced. Breakfast was not that bad, the cost of the ticket was worth it. The inflight movies are updated with recent releases. The selection is not a lot but at least it had the good new ones. Their SMS reminders/ messages are helpful. Plus, they have a Whatsapp account that keeps you on track. KLM thank you for the seamless first experience. Hopefully my return flight to Dubai would be a wonderful experience.",,Solo Leisure,Economy Class,Dubai to Birmingham via Amsterdam,March 2019,4.0,5.0,4.0,4.0,4.0,,5,yes,True,Dubai,Birmingham,Amsterdam
799,Richard Callis,Brazil,2019-03-05,8,"Arrived from Brazil into Heathrow and asked to be put on an earlier flight. (I was not confident enough to book earlier flight in case my inbound was delayed). The change was done without fuss or charge. I had important work in Amsterdam (photographing my first Champions League game) so the extra time was invaluable in terms of preparation time at the stadium. The flight itself followed the familiar format of a KLM European flight, sandwich and drinks served by as always friendly crew in a well presented 737 cabin. I have flown a lot of these short hops with KLM in the last 2 years and its a really nice way to fly. Flight was expensive but I did only book it 48 hours before.",Boeing 737,Solo Leisure,Economy Class,London Heathrow to Amsterdam,February 2019,5.0,5.0,4.0,,5.0,,4,yes,True,London Heathrow,Amsterdam,
800,Jasper Rom,Netherlands,2019-03-03,9,"I had a great flight with KLM from Tokyo to Amsterdam in  Business Class. Decided to upgrade during online check-in for a reasonable amount of Flying Blue miles because there were a lot of open seats left. Check-in at the airport went smooth and security check was a breeze. Decided to spend some time in the Delta SkyClub lounge but wasn't really impressed by the breakfast they had on offer. Some fruits and bread rolls but nothing fancy. The seating options and the views over the tarmac were fine though. Boarding started on time and immediately after taking my seat the purser introduced herself and offered me a welcome drink. The crew on this flight was great and everything was done with a personal touch. One hour after takeoff lunch was served and the meal was great. After lunch I was able to get a couple of hours sleep in the lie-flat-seat. Think it was pretty comfortable. A second meal could be ordered any time you liked. I decided to try the guilty pleasure burger which tasted good but unfortunately the meat was still cold. After notifying the crew it went back to the oven again and after a few minutes the burger was hot and perfectly cooked. This B777-300ER was equipped with wifi but it didn't work for most of the time, probably because we flew on a very northern lattitude. When flying business class with KLM you also have to pay for using the wifi. Only the very slow message service is provided for free. I had a very comfortable flight with KLM. Their hard business class product is not the most fancy one up to todays standards but the crew really made this flight very special.",Boeing 777-300ER,Solo Leisure,Business Class,Tokyo to Amsterdam,February 2019,5.0,5.0,4.0,4.0,5.0,2.0,4,yes,True,Tokyo,Amsterdam,
801,Simon Channon,United Kingdom,2019-03-01,10,"Johannesburg to London via Amsterdam. First time in Business Class with this airline. Very comfy layover in Skyteam Lounge with wide choice of food and drink. Fascinating to compare in flight operation with recent experience on Air France. More down to earth cabin crew, warmer welcome and more care and attention throughout the flight. Senior Purser excellent team leader. Midnight departure from JNB but they still managed a drinks run, dinner service and second drinks run in less than 90 minutes. Seat too narrow for my shoulders in full lie-flat mode, but slept ok once I put it into recline instead. Excellent breakfast. Arrived slightly early. Only a short hop to LHR but crew still managed to serve a light lunch. Arrived ahead of schedule.",Boeing 777/737,Family Leisure,Business Class,Johannesburg to London via Amsterdam,February 2019,4.0,5.0,5.0,5.0,5.0,,5,yes,True,Johannesburg,London,Amsterdam
802,H Perlout,Netherlands,2019-03-01,9,"Amsterdam to Bangkok. KLM is getting better and better. Friendly staff, good food, also in between you can get enough drinks and bites. And nice new interior. Seat pitch not superb.",Boeing 777-300,Business,Economy Class,Amsterdam to Bangkok,February 2019,4.0,5.0,4.0,5.0,4.0,,4,yes,True,Amsterdam,Bangkok,
803,Lars Kristiansson,United States,2019-02-20,1,Booked KLM flight from Houston to Copenhagen (via Amsterdam). A few hours prior to departure KLM advised the Amsterdam/Copenhagen had been cancelled due to weather. I asked to remain on the Houston/Amsterdam flight but shortly after they advised me this flight too had been cancelled due to weather. Much to my surprise/dismay the Houston/Amsterdam flight took off on time whereas they re-booked me with Air France via Paris. This resulted in a more than 8 hours layover in Paris. Once in Paris I found a flight which could bring me to Copenhagen more than 3 hours earlier but KLM refused to move me to same as it was not a partner airline. I asked KLM for a lunch voucher (as per EC regulations 261/2004) and they refused same as well. This airline could not care less about your rights or needs as a customer and I would strongly warn anybody to book with same.,,Solo Leisure,Economy Class,Houston to Copenhagen via Amsterdam,January 2019,2.0,3.0,2.0,2.0,2.0,,3,no,True,Houston,Copenhagen,Amsterdam
804,Simon Castleman,United Kingdom,2019-02-18,8,"Good experience, crew friendly and attentive, meals tasty and seat full lie flat and reasonably comfortable. IFE screen was not a bad size but in comparison with other airlines was a bit small. The content choice was not to my particular taste but there was enough to get me through the flight. The Indonesian meal option was one of the tastiest I've had on a plane I do like the delft house gifts that’s a nice touch. If I've got a criticism of KLM its their website. Its not that easy to find what you want and when you do find it not all the information is correct. Their webmaster could do with a shake up to sort out the content.",Boeing 747-400,Couple Leisure,Business Class,Birmingham to Curacao via Amsterdam,February 2019,4.0,4.0,4.0,3.0,4.0,,3,yes,True,Birmingham,Curacao,Amsterdam
805,Jaimala Wankhede,Netherlands,2019-02-17,1,"Mumbai to Amsterdam. Worst Airline to travel. Extremely rude and unhelpful staff. I needed water and called the air hostess multiple times but no one paid heed. It might sound unreal but I had to wait for 2 hours before someone attended me! When the air hostess finally came, she says we will serve water with breakfast. I have waited for 2 hours to get you and you want me to wait more. Ridiculous. Absolute worst experience. Have travelled so many times through various airlines but even the cheapest of airlines do not have this bad service.",,Solo Leisure,Economy Class,Mumbai to Amsterdam,February 2019,1.0,1.0,1.0,1.0,2.0,1.0,1,no,True,Mumbai,Amsterdam,
806,P Scott,United Kingdom,2019-02-15,8,"Humberside to Santiago de Chile via Amsterdam. I am coeliac (gluten free) and requested the special meals. There were provided but the quality of the meals on the return flight in particular was very poor. There was not really enough to eat with the dinner (as they could or did not pad it out with bread.) I was hungry again straight after. The breakfast was particularly poor. Sometimes the special meals are provided jointly with another special type (often dairy and lactose free) and then they are particularly unappetizing. The hot part of this was small chunks of boiled potato, a quarter of a small cooked tomato and boiled spinach. Yuk! This was followed by a small fruit salad and a very small pack of some crisp bread that sticks to the teeth. At least on the way out they attempted to provided gluten free bread rolls. Those crisp breads are poor and so airy they do not curb an appetite. On a 13 hour flight this was not adequate and all the galley could offer at night were small bags of crisps (chips in American). I was lucky I had taken food of my own.",,Couple Leisure,Economy Class,Humberside to Santiago de Chile via Amsterdam,February 2019,3.0,5.0,1.0,5.0,5.0,,4,yes,False,Humberside,Santiago de Chile,Amsterdam
807,J Berger,Germany,2019-02-11,1,"Munich to Havana via Amsterdam. We are still extremely angry, because KLM refuses to refund our expenses of 400 Euros that we hadbecause they did not manage to send us our luggage. We got it on day 9 of our trip – and only because we no longer let KLM handle the situation. The communication of KLM is really outrageous. KLM refused to call us back on telephone due to their ""social media strategy""! You do not want to read that wearing the same clothing for more than a week. No goodwill at all on the part of KLM. I have never had to complain before in this manner (I am not one of those annoying customers). We were really looking forward to this trip and treated ourselves to business class tickets for our anniversary to have a memorable experience. Well, we have got that now. Positive points: nice food on flight from Amsterdam (much better catering than from Havana), very friendly flight attendants. ",,Couple Leisure,Business Class,Munich to Havana via Amsterdam,December 2018,4.0,4.0,,4.0,1.0,,3,no,True,Munich,Havana,Amsterdam
808,C Herviler,Netherlands,2019-02-08,5,"Amsterdam to Quito and Guayaquil to Amsterdam with KLM in economy. Check-in was fine on both flights. Very average service and aircraft. I don't like the narrow seats in the 3-4-3 configuration of the B777-200ER aircraft. Hot towels have disappeared which is a shame. Taste of the meals was okay but lukewarm. Toilets were clean and entertainment was good (not that many movies). Service was below average. Service button calls were often neglected by the crew. Once I asked for a snack/drinks in between meal services. Instead of bringing me a snack they requested me to go to the service galley in the back of the aircraft. On the way back to Amsterdam KLM ran out of meal choices (only one available instead of two). After flying numerous times with Singapore Airlines in the past years I notice a big difference in hard product and service between these two airlines. Singapore Airlines is way better (hot towels, better meals with more choices, metal cutlery, bigger trays, no wine from plastic bottles, wider seats and much better service). Flights were expensive too, but not much competition to Ecuador.",Boeing 777-200ER,Solo Leisure,Economy Class,Guayaquil to Amsterdam,January 2019,2.0,2.0,2.0,3.0,3.0,,2,no,True,Guayaquil,Amsterdam,
809,L  Kamutza,Croatia,2019-02-06,8,"Gdansk to Hong Kong via Amsterdam. The flight from Europe to Asia took place on the deck B747. It is impossible to hide that it is an old plane, there were visible traces of a long-term service. An old entertainment system, seats - deviating from the modern ones, however this plane has a soul and the journey was quite nice. Previously, many times I flew KLM and I remember it very well, very likely that the same B747. The old plane still gives a lot of joy, however the service is not the same as it used to be in the past. I asked for a beer and I am waiting till today, the rest was fine.",Boeing 747,Solo Leisure,Economy Class,Gdansk to Hong Kong via Amsterdam,January 2019,4.0,3.0,4.0,3.0,5.0,,4,yes,True,Gdansk,Hong Kong,Amsterdam
810,Clive Charles,United Kingdom,2019-02-04,10,Amsterdam to London. Am really bad at flying and have a nut allergy. The staff both on the ground and in the air were amazing. They took amazing care asking if I was ok and explaining when I was worried about what was going on. I would fly with them again.,,Couple Leisure,Economy Class,Amsterdam to London,January 2019,4.0,5.0,4.0,,5.0,,5,yes,True,Amsterdam,London,
811,Stephane Merigon,United Kingdom,2019-02-04,1,"The KLM lounge 52 in Schiphol was overcrowded and the staff was very rude (that actually applies to the whole airport). Food in the plane was awful, everything felt dirty and again, the staff lacked manners. This was a Amsterdam to London service following a fantastic trip with Garuda from Jakarta. Next time I will book the last leg separately with another company.",,Couple Leisure,Business Class,Amsterdam to London,February 2019,2.0,1.0,1.0,,1.0,,1,no,False,Amsterdam,London,
812,R Barivo,United Kingdom,2019-02-03,1,"Durham to Amsterdam. Never again! Flight which was early hours got cancel and rearranged, then cancelled again and a bus taking us to Newcastle. Lost all my connections, hotel, transfers and spoiled a start of a nice holiday. Never again KLM.",,Couple Leisure,Economy Class,Durham to Amsterdam,February 2019,,,,,1.0,,1,no,True,Durham,Amsterdam,
813,T Singh,India,2019-02-02,1,"Toronto to Delhi via Amsterdam. I usually travel with British Airways so I was actually very excited to fly with KLM for the first time. Huge disappointment. A terrible airline with a horrible service. I was travelling with my wife and an infant son which made this journey even worse. The staff are blatantly rude to your face. For example, I was refused a bottled water for my son. Bottled water! Also, no one came when I called for an attendent using the call button. The Entertainment system is from the ancient times. In short, the service is nowhere near acceptable. They make BA look like a 7 star airline. ",Boeing 747-400 and Boeing 777-300ER,Family Leisure,Economy Class,Toronto to Delhi via Amsterdam,January 2019,1.0,1.0,1.0,1.0,2.0,,2,no,True,Toronto,Delhi,Amsterdam
814,Kyle Irwin,United Kingdom,2019-02-01,7,"Amsterdam to Curacao with KLM. Experienced a slight delay to the flight, which was explained at least. Boarding was swift. Problems started shortly after takeoff, our entertainment system didn't work, must have been the whole row as the guys next to us wasn't working either, this continued for around an hour and a half, the call bell didn't work and no flight crew came near us during this time. It was eventually fixed. The entertainment system itself wasn't great quality, sound was awful and picture was poor (to be expected on these aging jets). But it did the job. Service was strange. For some reason they stated service to rows behind us instead of just starting at the bulkhead, so the 2 rows in the middle bulkhead most have been last to be served by some margin. The food was great, just what I needed and more than I was expecting. The crew themselves seemed very friendly and seemed to enjoy their job which is a major plus, just didn't understand why they started meal service 2 rows down instead of at the front. Mostly enjoyed this smooth flight, aside from some problems that we encountered unfortunately.",Boeing 747-400,Couple Leisure,Economy Class,Amsterdam to Curacao,January 2019,3.0,3.0,5.0,3.0,3.0,,4,yes,True,Amsterdam,Curacao,
815,Chris Walsh,United Kingdom,2019-01-28,8,Denpasar to London via Singapore. An old school cabin with very dated food. The Staff though on all four of our KLM flights were exceptional and an asset to the airline. They made it a great experience. We had damaged luggage on return but don't know which leg it was from. Air France have got the quirks but they've got nothing on KLM when it comes to looking after people.,Boeing 777,Couple Leisure,Business Class,Denpasar to London via Singapore,January 2019,3.0,5.0,2.0,4.0,4.0,,4,yes,True,Denpasar,London,Singapore
816,S Gamok,United States,2019-01-24,1,"Amsterdam to Washington. Extremely bad service from KLM Ground and air staff. Their computer systems are outdated and they haven't updated the latest visa on arrival countries for Indian passport holders. I was refused a boarding pass even though I showed them the new rules as published by UAE government. After an hour they issued me a boarding pass to Amsterdam and told me to fight it out in Amsterdam. It was either this or miss the flight. The food and service was average and the look you get if you order an extra coffee is priceless. The IAD-AMS route flies old planes which have the 3 pin attachment for headphones. I was lucky on both my flights to get a seat with loose headphone attachments which meant only the left earpiece worked. On my final leg, KLM managed to tear the bottom of my bag and I haven't heard a word from them and I have complained on mail, website and facebook. Took this flight as it was the cheapest option in December. I do regret my decision now.",,Couple Leisure,Economy Class,Amsterdam to Washington,January 2019,2.0,1.0,1.0,3.0,1.0,,3,no,True,Amsterdam,Washington,
817,Iain Bagwell,United States,2019-01-16,7,"Bristol to Atlanta via Amsterdam. Nothing either good or bad to say about the experience. Everything seemed to function smoothly including the crew. Tight 50 min connection in AMS, but still made the connecting flight with time to spare. Although huge I always the AMS is a very efficient airport. I didn't think too much of the food, but was also not the worst I've ever had. FA's seemed happy even though it was a NYE flight. They came with champagne to help celebrate the new year somewhere over Canada, but at the Dutch midnight hour. Overall reasonably happy.",E175/ Boeing 777,Solo Leisure,Business Class,Bristol to Atlanta via Amsterdam,December 2018,3.0,4.0,3.0,3.0,4.0,,4,yes,False,Bristol,Atlanta,Amsterdam
818,Bas de Weerd,Netherlands,2019-01-16,1,"Amsterdam to Cape Town. Flight was fine. Food is always poor. Staff is less friendly than other major airlines. Once you sign up for their Flying blue program, prepare for spam. They will use multiple different email addresses and require you to cancel each one separately. After having cancelled all newsletters (and waiting for 2 days as described), I still receive emails. Then, try and cancel your Flying blue program. Until recently, you still had to send a paper letter to France in order to stop the program. KLM provides multiple options for contact, all which are unresponsive and slow. Multiple people have called and waited for hours for urgent matters. They respond quickly on their facebook page in order to save face, but continue to tell customers to private message them, which is terribly slow. I will avoid flying with KLM and Air France again, even though I was a loyal customer.",,Family Leisure,Economy Class,Amsterdam to Cape Town,November 2018,1.0,3.0,1.0,4.0,3.0,,2,no,True,Amsterdam,Cape Town,
819,Morten Berg,Germany,2019-01-15,9,"Amsterdam to Atlanta. It was a good flight with good legroom, food and IFE. But the service is not the best for Economy. KLM have a little selection of music and movies.",Boeing 777-200 ER,Family Leisure,Economy Class,Amsterdam to Atlanta,December 2018,4.0,5.0,2.0,3.0,5.0,,3,yes,False,Amsterdam,Atlanta,
820,C Marler,Australia,2019-01-13,2,"Stockholm to Amsterdam. Please avoid this airline at all costs. In the past month, my fiancé and I have travelled by air on two occasions, both including KLM. The first occasion consisted of 2 KLM connections and one IcelandAir. During this process, my checked in luggage was misplaced for two whole weeks. When it finally arrived after I travelled to Sweden, I checked the baggage tags and realised it never made it to Iceland at all (meaning one of the first two flights messed up: both KLM. They put the onus completely on IcelandAir (which is fine) and made no customer service attempt to help the customer (not fine). Now, today: we awoke for an international flight 4 hours before it departed, and found an email notifying is that our flight had been cancelled and that we'd been put on an 'earlier flight'. The flight's checkin closed the same time we woke up. Rude awakening to say the least. Our travel agent couldn't help because KLM had confirmed the tickets without getting our input, nor even attempting to contact us directly. Mind you, our notification came in at 12.30am (from our travel agent), and when we arrived at the airport, the ticket staff grilled us asking us 'why we were checking in so late.' (and this was after explaining the situation). In my experience: KLM operate in bad practice, lose baggage, and point the finger at others every chance they get. Again, please reconsider using this airline if you can help it.",,Couple Leisure,Economy Class,Stockholm to Amsterdam,January 2019,4.0,5.0,5.0,4.0,2.0,,1,no,True,Stockholm,Amsterdam,
821,Alain Youell,United Kingdom,2019-01-10,3,"London to Amsterdam nothing special, Amsterdam to Mumbai a wonderful flight crew, biz section full. Aisle seat, comfortable weird indent on left side armrest, food awful, a smoked salmon/Thai salad? Mashed potatoes with green beans and two pieces of truly overlooked fish, no Dutch cheese lots of info about new cuisine. Crew there with drinks etc no interesting snacks and Dutch snacks can be superb, do not fly for food but expected better. Return flight on 6th January was transferred to Jet airways as KLM was over booked, seats face aisle so had two screens flashing away all night but got some sleep and only half a breakfast delivered. Lounge in AMS was packed so no food here and flight to London was super cold sandwiches. The crew to London were great. Plainly dissatisfied.",Boeing 787,Solo Leisure,Business Class,London to Mumbai via Amsterdam,December 2018,3.0,4.0,2.0,4.0,2.0,,2,no,True,London,Mumbai,Amsterdam
822,Luis Herrera,Mexico,2019-01-07,3,"My wife and I flew from Jakarta to Atlanta with KLM. When I booked the flight it was nowhere mentioned that we would stop in Kuala Lumpur, as happened when I booked the flight from Amsterdam to Denpasar, that included a stopover in Singapore. That is not honest for such a “serious” airline. Therefore, in both flights we “lost“ around one hour and a half because of those stopovers. Besides, KLM’s system seems to be that of a third class airline since I was never able to change seats even though the system was inviting and “allowing” me to do it. Food in the Jakarta- Kuala Lumpur leg was indeed awful and in the rest of the trip was just bearable. After boarding the plane for the leg Amsterdam - Atlanta we observed something that was “strange”: the cabin crew in the back part of the plane did not show any interest in helping passengers solve their seat and hand luggage problems. The two crew ladies were very happy chatting aloud between themselves and showed no concern for the passengers. Poor service! We had’nt flown with KLM since a long time ago. We will avoid this airline as much as possible. In flight entertainment, movies in particular, is very limited. They have a limited and poor assortment of films.",B747,Couple Leisure,Economy Class,Jakarta to Atlanta via Amsterdam,January 2019,3.0,1.0,1.0,2.0,4.0,,2,no,True,Jakarta,Atlanta,Amsterdam
823,C Bodart,Switzerland,2019-01-07,1,"Geneva to Vancouver via Amsterdam. I initially booked this over the phone and then the trouble started, 10 one hour expensive internationals calls, each time with a different agent who had no clue about the previous call to fix payment issues, errors etc. 2 months later a day before the flight booking still not in order, more errors, promised to fix things not lived up to etc. KLM never again for me. They need to learn first what a client is.",,Solo Leisure,Economy Class,Geneva to Vancouver via Amsterdam,January 2019,,,,,1.0,,1,no,False,Geneva,Vancouver,Amsterdam
824,J Gillams,Netherlands,2019-01-06,1,We had a flight from Oslo to Amsterdam. Because of fog at Schiphol airport the flight was cancelled. I had to take another fight from Brussels the day after and my friend had important meetings the day after. We called the call center in Amsterdam but it was too busy. We could not speak to a call center agent. We decided to immediately book a new KLM ticket for the same day but earlier. This flight was not cancelled. The tickets were 355 EUR for a very short flight. We expected KLM to refund the tickets as the call center was too busy and because of the force majeure situation. In the plane we met people that took the same flight as us but initially booked the later flight like us. They went to the airport and KLM (in fact SAS) staff booked them to the earlier flight FREE OF CHARGE. We called several times with the call center the day after but they didn't want to refund the 710 EUR. They said we had chosen ourselves to make extra costs. But for the airline (apart from credit card charges) it wasn't an extra cost at all. There were enough empty seats and we didn't take the flight the day after KLM booked us on later in the evening. They said we could try to get money back from travel insurance. They offered 2 vouchers as leniency but this was by far not the 710 EUR we had to pay for a very short European flight. Apart from the issue described my plane chair was broken and could not stand completely straight. It was a very old aircraft and they did not invest in a new chair which is absolutely UNACCEPTABLE and UNSAFE. So for a price of 355 EUR I had to sit in a broken chair. Very bad customer service and we never thought KLM was capable of doing this. Even Ryanair treats his customers better.Shame on you KLM!,Boeing 737-900,Couple Leisure,Economy Class,Oslo to Amsterdam,December 2018,1.0,3.0,3.0,,1.0,,1,no,True,Oslo,Amsterdam,
825,G Meares,Sierra Leone,2019-01-04,9,"Amsterdam to Freetown. I've become a big fan of KLM lately, having taken them numerous times on long-haul flights in the past year. Once again, they didn't disappoint. I always find their staff are cheerful, upbeat, and clearly enjoying their work; there's a real sense of fun about them, and they're always happy and willing to provide extra drinks. The cabin was recently refurbished, and was stunning: bright, airy and light - it felt really spacious, modern and minimalist. The legroom was spacious, the seats comfortable, and the IFE screens large and crystal-clear. The selection of entertainment was good. I enjoyed the meal - especially the large salad they served, and a pizza shortly before landing - as well as the copious rounds of drinks. The staff were always present and attentive. It was a great flight.",,Solo Leisure,Economy Class,Amsterdam to Freetown,January 2019,5.0,5.0,4.0,4.0,4.0,,4,yes,True,Amsterdam,Freetown,
